0,0.00
1,42.86
3,0.00
4,25.00
5,0.00
6,75.00
7,0.00
8,41.67
9,50.00
10,25.93
11,0.00
12,80.00
13,20.00
14,0.00
15,0.00
16,57.14
17,0.00
18,0.00
19,0.00
20,48.00
21,62.50
22,37.50
23,33.33
24,0.00
25,30.77
26,14.29
27,60.00
28,33.33
29,42.86
30,64.29
31,50.00
32,99.38
33,62.50
34,78.33
35,0.00
36,16.67
37,100.00
38,0.00
39,84.01
40,47.83
41,54.84
42,26.32
43,33.33
44,84.06
45,79.29
46,77.03
47,74.23
48,0.00
49,36.36
50,0.00
51,16.67
52,28.57
53,0.00
54,0.00
55,80.00
57,0.00
58,61.54
59,30.00
60,64.29
61,65.12
62,34.09
63,16.67
64,76.00
65,40.00
66,63.64
67,78.45
68,81.78
69,80.68
71,76.34
72,78.08
73,70.62
74,84.55
75,23.08
76,72.00
77,80.77
78,94.10
79,91.20
80,30.00
81,53.33
82,63.64
83,64.42
84,80.52
85,40.00
86,95.97
87,96.79
88,41.57
89,82.80
90,75.45
91,90.59
92,89.36
93,96.73
94,95.80
95,80.85
96,62.50
97,75.51
98,91.72
99,91.11
100,96.85
101,95.44
102,64.71
103,49.44
104,63.64
105,97.42
106,89.09
107,90.48
108,85.66
109,94.88
110,87.50
111,0.00
112,84.88
113,89.41
114,77.89
116,89.07
117,84.97
119,91.70
120,93.81
121,46.88
122,96.38
123,22.22
124,66.67
125,72.06
126,44.44
127,0.00
128,50.00
130,0.00
131,16.67
132,33.33
133,71.43
134,0.00
135,60.00
136,50.00
137,46.15
138,0.00
139,71.43
140,50.00
141,33.33
142,25.00
143,0.00
144,0.00
145,0.00
146,0.00
147,55.56
148,27.78
149,45.45
150,62.50
151,10.00
152,100.00
153,16.67
154,46.67
155,20.00
156,42.86
157,54.55
158,56.52
159,99.19
160,63.16
161,72.22
162,0.00
163,0.00
164,33.33
165,0.00
166,87.87
167,56.67
168,75.00
169,50.00
170,47.62
171,84.29
172,73.04
173,79.44
174,63.77
176,16.00
177,100.00
178,0.00
179,50.00
180,0.00
181,0.00
182,28.57
183,0.00
184,0.00
185,54.84
186,40.00
187,45.45
188,72.00
189,47.83
190,33.33
191,56.63
192,54.17
193,58.90
194,81.91
195,82.28
196,81.19
198,80.36
199,80.26
200,67.55
201,70.97
202,75.00
203,55.77
204,83.04
205,94.69
206,89.07
207,81.82
208,66.67
209,43.48
210,71.73
211,72.64
212,60.00
213,96.78
214,94.73
215,41.82
216,74.65
217,69.04
218,91.32
219,88.24
220,94.78
221,95.74
222,78.26
223,53.85
224,61.67
225,92.86
226,90.69
227,94.97
228,96.58
229,70.59
230,57.27
231,56.14
232,94.00
233,88.67
234,90.62
235,83.28
236,95.93
237,86.77
239,90.38
240,81.32
241,94.96
243,76.67
244,84.34
246,93.06
247,89.52
248,42.86
249,96.52
250,0.00
251,70.45
252,64.71
253,23.53
