0,74
1,689
2,61
3,542
4,28
5,10
6,182
7,16
8,55
9,61
10,36
11,60
12,12
13,32
14,3
15,2
16,24
17,4
18,8
19,6
20,5
21,40
22,189
23,140
24,15
25,497
26,10
27,9
28,8
29,7
30,12
31,6
32,112155
33,28
34,182
35,7
36,13
37,18
38,2
39,593
40,49
41,56
42,23
43,24
44,1095
45,763
46,910
47,423
48,3
49,11
50,3
51,4
52,9
53,9
54,5
55,34
56,2
57,4
58,42
59,55
60,43
61,151
62,80
63,6
64,4
65,13
66,4
67,15
68,5
69,2
70,11
71,8
72,13
73,8
74,22
75,7
76,21
77,17
78,32
79,10
80,12
81,5
82,4
83,4
84,11
85,43
86,60
87,25
88,6
89,15
90,10
91,63
92,297
93,57
94,25
95,3990
96,845
97,34
98,9
99,12
100,11
101,19
102,17
103,15
104,9
105,6
106,34
107,8
108,33
109,18
110,14
111,7
112,19
113,35
114,31
115,29
116,21
117,11
118,24
119,17
120,33
121,8
122,29
123,12
124,123
125,11
126,1044
127,298
128,2428
129,2426
130,14521
131,2377
132,7125
133,153
134,1431
135,2452
136,169
137,6980
138,1372
139,11144
140,1317
141,1238
142,22966
143,892
144,421
145,961
146,159
147,489
148,939
149,160
150,104
151,814
152,131
153,2608
154,227
155,157
156,96
157,175
158,14
159,191
160,778
161,290
162,5
163,6
164,25
165,20
166,586
167,18
168,13
169,28
170,5
171,8
172,103
173,10
174,55
175,36
176,9
177,4
178,5
179,32
180,8
181,86
182,42
183,34
184,56
185,39
186,16
187,38
188,12
189,18
190,3
191,2256
192,2311
193,2456
194,2386
195,217
196,218
197,216
198,201
199,129
200,155
201,27
202,21
203,414
204,479
205,81
206,5
207,8812
208,6663
209,8667
210,6574
211,2588
212,2668
213,2345
214,2465
215,40
216,84
217,48
218,76
219,47
220,57
221,55
222,57
223,2
224,3
225,29
226,276
227,200
228,33
229,23
230,210
231,3
232,51
233,21
234,8
235,320
236,70
237,12
238,206
239,38
240,56
241,66
242,80
243,676
244,806
245,436
246,124
247,35
248,9
249,13
250,15
251,70
252,61
253,22
254,26
255,115
256,693
257,70
258,517
259,19
260,17
261,102
262,17
263,36
264,50
265,35
266,37
267,14
268,22
269,5
270,5
271,37
272,9
273,8
274,7
275,7
276,21
277,168
278,107
279,17
280,333
281,7
282,14
283,12
284,13
285,10
286,10
287,13
288,108
289,6
290,11
291,8
292,3
293,275
294,37
295,38
296,16
297,13
298,385
299,225
300,236
301,184
302,3
303,4
304,2
305,5
306,15
307,7
308,3
309,13
310,2
311,2
312,30
313,30
314,32
315,101
316,45
317,5
318,6
319,7
320,2
321,16
322,6
323,4
324,6
325,4
326,17
327,9
328,23
329,4
330,24
331,19
332,32
333,11
334,6
335,4
336,4
337,7
338,6
339,39
340,42
341,34
342,7
343,21
344,13
345,41
346,111
347,22
348,22
349,1610
350,342
351,16
352,9
353,7
354,9
355,10
356,10
357,8
358,5
359,11
360,22
361,7
362,11
363,10
364,9
365,7
366,27
367,25
368,24
369,22
370,12
371,13
372,15
373,14
374,16
375,11
376,12
377,9
378,69
379,8
380,393
381,211
382,207
383,170
384,312
385,79
386,227
387,670
388,99
389,93
390,308
391,83
392,889
393,141
394,101
395,57
396,122
397,13
398,85
399,287
400,99
401,5
402,4
403,32
404,11
405,209
406,16
407,6
408,16
409,3
410,3
411,40
412,8
413,32
414,30
415,9
416,3
417,5
418,20
419,9
420,52
421,37
422,29
423,24
424,30
425,11
426,48
427,6
428,15
429,5
430,971
431,1085
432,1206
433,1215
434,130
435,135
436,154
437,136
438,96
439,94
440,18
441,25
442,205
443,228
444,68
445,9
446,5491
447,4770
448,5088
449,4529
450,2628
451,2690
452,2753
453,2783
454,9
455,7
456,19
457,205
458,174
459,19
460,22
461,196
462,6
463,42
464,26
465,5
466,179
467,60
468,19
469,151
470,36
471,42
472,58
473,66
474,437
475,561
476,282
477,72
478,16
479,6
480,9
481,7
482,22
483,74
484,15
485,19
