0,126
1,257
2,4
3,22
4,13
5,8
6,1485
7,106
8,110
9,20
10,45
11,993
12,587
13,873
14,285
15,4
16,20
17,7
18,8
19,17
20,6
21,2
22,25
23,4
24,3
25,266
26,80
27,63
28,150
29,64
30,25
31,4
32,17
33,8
34,29
35,12
36,11
37,33
38,7
39,10
40,33
41,78
42,6
43,27
44,16
45,17
46,12
47,27
48,33
49,57
50,34
51,18
52,8
53,42
54,15
55,15
56,11
57,26
58,36
59,20
60,33
61,71
62,29
63,8
64,2
65,8
66,12
67,5
68,21
69,2
70,19
71,34
72,34
73,8
74,33
75,10
76,8
77,8
78,9
79,3
80,3
81,7
82,38
83,27
84,38
85,17
86,5
87,40
88,22
89,20
90,128
91,9
92,234
93,117
94,4000
95,3877
96,5632
97,3408
98,1133
99,1407
100,1227
101,1411
102,1032
103,5341
104,4120
105,3017
106,3094
107,2356
108,3079
109,2596
110,2730
111,391
112,531
113,161
114,140
115,156
116,164
117,400
118,436
119,630
120,534
121,2613
122,2568
123,426
124,426
125,21
126,2727
127,516
128,438
129,61
130,49
131,140
132,193
133,52
134,768
135,606
136,774
137,622
138,63
139,35
140,60
141,43
142,3680
143,392
144,3776
145,2810
146,50
147,52
148,48
149,47
150,14
151,6
152,395
153,80663
154,37
155,78
156,2
157,13
158,6
159,7
160,493
161,40
162,38
163,17
164,14
165,282
166,166
167,161
168,73
169,3
170,13
171,7
172,3
173,15
174,6
175,3
176,9
177,3
178,3
179,54
180,32
181,28
182,62
183,39
184,8
185,6
186,11
187,7
188,17
189,7
190,8
191,12
192,7
193,5
194,17
195,50
196,13
197,23
198,17
199,8
200,5
201,20
202,20
203,21
204,28
205,12
206,8
207,13
208,9
209,9
210,12
211,21
212,20
213,8
214,23
215,26
216,13
217,4
218,2
219,4
220,7
221,7
222,16
223,4
224,13
225,17
226,18
227,4
228,26
229,18
230,12
231,7
232,11
233,7
234,3
235,6
236,20
237,14
238,23
239,15
240,4
241,14
242,9
243,24
244,122
245,7
246,160
247,77
248,5459
249,5350
250,3099
251,1188
252,441
253,539
254,412
255,437
256,387
257,4505
258,2385
259,1599
260,1398
261,1302
262,1356
263,1305
264,2628
265,237
266,294
267,60
268,83
269,63
270,68
271,126
272,134
273,176
274,205
275,2542
276,2628
277,206
278,179
279,31
280,2302
281,288
282,186
283,92
284,0
285,83
286,75
287,0
288,678
289,713
290,767
291,669
292,34
293,28
294,34
295,25
296,2286
297,218
298,2323
299,2109
300,32
301,52
302,34
303,46
304,13
305,5
306,96
307,10820
